feature,gene_symbol,element_subtype,drug_class,drug_subclass,known_mechanism
AMR:dfrA4,dfrA4,AMR,TRIMETHOPRIM,TRIMETHOPRIM,True
AMR:dfrA44,dfrA44,AMR,TRIMETHOPRIM,TRIMETHOPRIM,True
AMR:dfrA45,dfrA45,AMR,TRIMETHOPRIM,TRIMETHOPRIM,True
AMR:dfrA5,dfrA5,AMR,TRIMETHOPRIM,TRIMETHOPRIM,True
AMR:dfrA50,dfrA50,AMR,TRIMETHOPRIM,TRIMETHOPRIM,True
AMR:dfrA7,dfrA7,AMR,TRIMETHOPRIM,TRIMETHOPRIM,True
AMR:dfrA8,dfrA8,AMR,TRIMETHOPRIM,TRIMETHOPRIM,True
AMR:dfrB3,dfrB3,AMR,TRIMETHOPRIM,TRIMETHOPRIM,True
AMR:emrD,emrD,AMR,EFFLUX,EFFLUX,True
AMR:ere(A),ere(A),AMR,MACROLIDE,ERYTHROMYCIN,True
AMR:erm(42),erm(42),AMR,LINCOSAMIDE/MACROLIDE,CLINDAMYCIN/ERYTHROMYCIN,True
AMR:erm(A),erm(A),AMR,LINCOSAMIDE/MACROLIDE,AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN,True
AMR:erm(B),erm(B),AMR,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,True
AMR:estX-3,estX-3,AMR,MACROLIDE,TYLOSIN,True
AMR:floR,floR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,True
AMR:floR2,floR2,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,True
AMR:fosA,fosA,AMR,FOSFOMYCIN,FOSFOMYCIN,True
AMR:fosA10,fosA10,AMR,FOSFOMYCIN,FOSFOMYCIN,True
AMR:fosA3,fosA3,AMR,FOSFOMYCIN,FOSFOMYCIN,True
AMR:fosA5,fosA5,AMR,FOSFOMYCIN,FOSFOMYCIN,True
AMR:fosA7,fosA7,AMR,FOSFOMYCIN,FOSFOMYCIN,True
AMR:fosA9,fosA9,AMR,FOSFOMYCIN,FOSFOMYCIN,True
AMR:lnu(F),lnu(F),AMR,LINCOSAMIDE,LINCOSAMIDE,True
AMR:mcr-1.1,mcr-1.1,AMR,COLISTIN,COLISTIN,True
AMR:mcr-10.1,mcr-10.1,AMR,COLISTIN,COLISTIN,True
AMR:mcr-3.1,mcr-3.1,AMR,COLISTIN,COLISTIN,True
AMR:mcr-3.20,mcr-3.20,AMR,COLISTIN,COLISTIN,True
AMR:mcr-3.4,mcr-3.4,AMR,COLISTIN,COLISTIN,True
AMR:mcr-9.1,mcr-9.1,AMR,COLISTIN,COLISTIN,True
AMR:mdtM,mdtM,AMR,EFFLUX,EFFLUX,True
AMR:mef(B),mef(B),AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN,True
AMR:mph(A),mph(A),AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,True
AMR:mph(B),mph(B),AMR,MACROLIDE,ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,True
AMR:mph(E),mph(E),AMR,MACROLIDE,ERYTHROMYCIN,True
AMR:mrx(A),mrx(A),AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,True
AMR:msr(E),msr(E),AMR,MACROLIDE/STREPTOGRAMIN,AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN,True
AMR:oqxA,oqxA,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,True
AMR:oqxA10,oqxA10,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,True
AMR:oqxA11,oqxA11,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,True
AMR:oqxA3,oqxA3,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,True
AMR:oqxA4,oqxA4,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,True
AMR:oqxA6,oqxA6,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,True
AMR:oqxB,oqxB,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,True
AMR:oqxB14,oqxB14,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,True
AMR:oqxB15,oqxB15,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,True
AMR:oqxB19,oqxB19,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,True
AMR:oqxB20,oqxB20,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,True
AMR:oqxB21,oqxB21,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,True
AMR:oqxB22,oqxB22,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,True
AMR:oqxB25,oqxB25,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,True
AMR:oqxB27,oqxB27,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,True
AMR:oqxB32,oqxB32,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,True
AMR:oqxB5,oqxB5,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,True
AMR:oqxB6,oqxB6,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,True
AMR:oqxB9,oqxB9,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,True
AMR:qepA1,qepA1,AMR,QUINOLONE,QUINOLONE,True
AMR:qnrA1,qnrA1,AMR,QUINOLONE,QUINOLONE,True
AMR:qnrA3,qnrA3,AMR,QUINOLONE,QUINOLONE,True
AMR:qnrB,qnrB,AMR,QUINOLONE,QUINOLONE,True
AMR:qnrB1,qnrB1,AMR,QUINOLONE,QUINOLONE,True
AMR:qnrB10,qnrB10,AMR,QUINOLONE,QUINOLONE,True
AMR:qnrB17,qnrB17,AMR,QUINOLONE,QUINOLONE,True
AMR:qnrB19,qnrB19,AMR,QUINOLONE,QUINOLONE,True
AMR:qnrB2,qnrB2,AMR,QUINOLONE,QUINOLONE,True
AMR:qnrB4,qnrB4,AMR,QUINOLONE,QUINOLONE,True
AMR:qnrB52,qnrB52,AMR,QUINOLONE,QUINOLONE,True
AMR:qnrB6,qnrB6,AMR,QUINOLONE,QUINOLONE,True
AMR:qnrB7,qnrB7,AMR,QUINOLONE,QUINOLONE,True
AMR:qnrB9,qnrB9,AMR,QUINOLONE,QUINOLONE,True
AMR:qnrB91,qnrB91,AMR,QUINOLONE,QUINOLONE,True
AMR:qnrE1,qnrE1,AMR,QUINOLONE,QUINOLONE,True
AMR:qnrS,qnrS,AMR,QUINOLONE,QUINOLONE,True
AMR:qnrS1,qnrS1,AMR,QUINOLONE,QUINOLONE,True
AMR:qnrVC4,qnrVC4,AMR,QUINOLONE,QUINOLONE,True
AMR:rdmCL,rdmCL,AMR,MACROLIDE,TYLOSIN,True
AMR:rmtB,rmtB,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,True
AMR:rmtB1,rmtB1,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,True
AMR:rmtC,rmtC,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,True
AMR:rmtF,rmtF,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,True
AMR:rmtF1,rmtF1,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,True
AMR:rmtG,rmtG,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,True
AMR:sat2,sat2,AMR,STREPTOTHRICIN,STREPTOTHRICIN,True
AMR:smfY,smfY,AMR,EFFLUX,EFFLUX,True
AMR:sul1,sul1,AMR,SULFONAMIDE,SULFONAMIDE,True
AMR:sul2,sul2,AMR,SULFONAMIDE,SULFONAMIDE,True
AMR:sul3,sul3,AMR,SULFONAMIDE,SULFONAMIDE,True
AMR:tet(A),tet(A),AMR,TETRACYCLINE,TETRACYCLINE,True
AMR:tet(B),tet(B),AMR,TETRACYCLINE,TETRACYCLINE,True
AMR:tet(C),tet(C),AMR,TETRACYCLINE,TETRACYCLINE,True
AMR:tet(D),tet(D),AMR,TETRACYCLINE,TETRACYCLINE,True
AMR:tet(G),tet(G),AMR,TETRACYCLINE,TETRACYCLINE,True
AMR:tet(J),tet(J),AMR,TETRACYCLINE,TETRACYCLINE,True
AMR:tet(L),tet(L),AMR,TETRACYCLINE,TETRACYCLINE,True
AMR:tet(M),tet(M),AMR,TETRACYCLINE,TETRACYCLINE,True
AMR:tet(W),tet(W),AMR,TETRACYCLINE,TETRACYCLINE,True
AMR:tmexC3,tmexC3,AMR,TETRACYCLINE,TIGECYCLINE,True
AMR:tmexD3,tmexD3,AMR,TETRACYCLINE,TIGECYCLINE,True
AMR:toprJ,toprJ,AMR,TETRACYCLINE,TIGECYCLINE,True
POINT:acrR_M109I,acrR_M109I,POINT,TETRACYCLINE,TIGECYCLINE,True
POINT:acrR_V165I,acrR_V165I,POINT,TETRACYCLINE,TIGECYCLINE,True
POINT:acrR_Y114F,acrR_Y114F,POINT,TETRACYCLINE,TIGECYCLINE,True
POINT:blaSHV_C-112A,blaSHV_C-112A,POINT,BETA-LACTAM,CEFIDEROCOL/CEPHALOSPORIN,True
POINT:crrB_G183V,crrB_G183V,POINT,COLISTIN,COLISTIN,True
POINT:crrB_L94M,crrB_L94M,POINT,COLISTIN,COLISTIN,True
POINT:crrB_P151L,crrB_P151L,POINT,COLISTIN,COLISTIN,True
POINT:crrB_Q10L,crrB_Q10L,POINT,COLISTIN,COLISTIN,True
POINT:crrB_W140R,crrB_W140R,POINT,COLISTIN,COLISTIN,True
POINT:gyrA_D87A,gyrA_D87A,POINT,QUINOLONE,QUINOLONE,True
POINT:gyrA_D87G,gyrA_D87G,POINT,QUINOLONE,QUINOLONE,True
POINT:gyrA_D87H,gyrA_D87H,POINT,QUINOLONE,QUINOLONE,True
POINT:gyrA_D87N,gyrA_D87N,POINT,QUINOLONE,QUINOLONE,True
POINT:gyrA_D87Y,gyrA_D87Y,POINT,QUINOLONE,QUINOLONE,True
POINT:gyrA_S83F,gyrA_S83F,POINT,QUINOLONE,QUINOLONE,True
POINT:gyrA_S83I,gyrA_S83I,POINT,QUINOLONE,QUINOLONE,True
POINT:gyrA_S83L,gyrA_S83L,POINT,QUINOLONE,QUINOLONE,True
POINT:gyrA_S83Y,gyrA_S83Y,POINT,QUINOLONE,QUINOLONE,True
POINT:mdrA_D354A,mdrA_D354A,POINT,BETA-LACTAM,CEFTAZIDIME-AVIBACTAM,True
POINT:mgrB_A14S,mgrB_A14S,POINT,COLISTIN,COLISTIN,True
POINT:mgrB_C28F,mgrB_C28F,POINT,COLISTIN,COLISTIN,True
POINT:mgrB_D31N,mgrB_D31N,POINT,COLISTIN,COLISTIN,True
POINT:mgrB_G37S,mgrB_G37S,POINT,COLISTIN,COLISTIN,True
POINT:mgrB_Q30Ter,mgrB_Q30Ter,POINT,COLISTIN,COLISTIN,True
POINT:mgrB_W20R,mgrB_W20R,POINT,COLISTIN,COLISTIN,True
POINT:mgrB_W47R,mgrB_W47R,POINT,COLISTIN,COLISTIN,True
POINT:ompK35_E132K,ompK35_E132K,POINT,BETA-LACTAM,CARBAPENEM,True
POINT:ompK35_W230Ter,ompK35_W230Ter,POINT,BETA-LACTAM,CARBAPENEM,True
POINT:ompK36_D135DD,ompK36_D135DD,POINT,BETA-LACTAM,CARBAPENEM,True
POINT:ompK36_D135DGD,ompK36_D135DGD,POINT,BETA-LACTAM,CARBAPENEM,True
POINT:ompK36_Q313Ter,ompK36_Q313Ter,POINT,BETA-LACTAM,CARBAPENEM,True
POINT:ompK36_Q66Ter,ompK36_Q66Ter,POINT,BETA-LACTAM,CARBAPENEM,True
POINT:ompK36_Q70Ter,ompK36_Q70Ter,POINT,BETA-LACTAM,CARBAPENEM,True
POINT:ompK36_T136TDT,ompK36_T136TDT,POINT,BETA-LACTAM,CARBAPENEM,True
POINT:ompK36_W125Ter,ompK36_W125Ter,POINT,BETA-LACTAM,CARBAPENEM,True
POINT:oqxR_D95E,oqxR_D95E,POINT,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,True
POINT:oqxR_V113I,oqxR_V113I,POINT,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,True
POINT:parC_E84K,parC_E84K,POINT,QUINOLONE,QUINOLONE,True
POINT:parC_S80I,parC_S80I,POINT,QUINOLONE,QUINOLONE,True
POINT:phoP_D191Y,phoP_D191Y,POINT,COLISTIN,COLISTIN,True
POINT:phoQ_D438N,phoQ_D438N,POINT,COLISTIN,COLISTIN,True
POINT:phoQ_G385S,phoQ_G385S,POINT,COLISTIN,COLISTIN,True
POINT:phoQ_L396Q,phoQ_L396Q,POINT,COLISTIN,COLISTIN,True
POINT:phoQ_R16C,phoQ_R16C,POINT,COLISTIN,COLISTIN,True
POINT:phoQ_S56R,phoQ_S56R,POINT,COLISTIN,COLISTIN,True
POINT:phoQ_V24G,phoQ_V24G,POINT,COLISTIN,COLISTIN,True
POINT:pmrA_G53C,pmrA_G53C,POINT,COLISTIN,COLISTIN,True
POINT:pmrA_G53S,pmrA_G53S,POINT,COLISTIN,COLISTIN,True
POINT:pmrA_S42N,pmrA_S42N,POINT,COLISTIN,COLISTIN,True
POINT:pmrB_L17Q,pmrB_L17Q,POINT,COLISTIN,COLISTIN,True
POINT:pmrB_T140P,pmrB_T140P,POINT,COLISTIN,COLISTIN,True
POINT:pmrB_T157P,pmrB_T157P,POINT,COLISTIN,COLISTIN,True
POINT:ramR_A19V,ramR_A19V,POINT,TETRACYCLINE,TIGECYCLINE,True
POINT:ramR_D152Y,ramR_D152Y,POINT,BETA-LACTAM/PHENICOL/QUINOLONE/TETRACYCLINE,CHLORAMPHENICOL/QUINOLONE/TEMOCILLIN/TIGECYCLINE,True
POINT:ramR_I88N,ramR_I88N,POINT,TETRACYCLINE,TIGECYCLINE,True
POINT:ramR_K5E,ramR_K5E,POINT,TETRACYCLINE,TIGECYCLINE,True
POINT:ramR_T43M,ramR_T43M,POINT,TETRACYCLINE,TIGECYCLINE,True
POINT:rpsJ_V57L,rpsJ_V57L,POINT,TETRACYCLINE,TIGECYCLINE,True
POINT_DISRUPT:cirA_A251EfsTer26,cirA_A251EfsTer26,POINT_DISRUPT,BETA-LACTAM,CEFIDEROCOL,True
POINT_DISRUPT:cirA_D443TerfsTer0,cirA_D443TerfsTer0,POINT_DISRUPT,BETA-LACTAM,CEFIDEROCOL,True
POINT_DISRUPT:cirA_D72Ter,cirA_D72Ter,POINT_DISRUPT,BETA-LACTAM,CEFIDEROCOL,True
POINT_DISRUPT:cirA_E30Ter,cirA_E30Ter,POINT_DISRUPT,BETA-LACTAM,CEFIDEROCOL,True
POINT_DISRUPT:cirA_E528Ter,cirA_E528Ter,POINT_DISRUPT,BETA-LACTAM,CEFIDEROCOL,True
POINT_DISRUPT:cirA_F362LfsTer13,cirA_F362LfsTer13,POINT_DISRUPT,BETA-LACTAM,CEFIDEROCOL,True
POINT_DISRUPT:cirA_I159SfsTer8,cirA_I159SfsTer8,POINT_DISRUPT,BETA-LACTAM,CEFIDEROCOL,True
POINT_DISRUPT:cirA_L99PfsTer9,cirA_L99PfsTer9,POINT_DISRUPT,BETA-LACTAM,CEFIDEROCOL,True
POINT_DISRUPT:cirA_N122TfsTer45,cirA_N122TfsTer45,POINT_DISRUPT,BETA-LACTAM,CEFIDEROCOL,True
POINT_DISRUPT:cirA_N299KfsTer26,cirA_N299KfsTer26,POINT_DISRUPT,BETA-LACTAM,CEFIDEROCOL,True
POINT_DISRUPT:cirA_Q562Ter,cirA_Q562Ter,POINT_DISRUPT,BETA-LACTAM,CEFIDEROCOL,True
POINT_DISRUPT:cirA_Q77RfsTer16,cirA_Q77RfsTer16,POINT_DISRUPT,BETA-LACTAM,CEFIDEROCOL,True
POINT_DISRUPT:cirA_S18Ter,cirA_S18Ter,POINT_DISRUPT,BETA-LACTAM,CEFIDEROCOL,True
POINT_DISRUPT:cirA_Y203Ter,cirA_Y203Ter,POINT_DISRUPT,BETA-LACTAM,CEFIDEROCOL,True
POINT_DISRUPT:cirA_Y97IfsTer2,cirA_Y97IfsTer2,POINT_DISRUPT,BETA-LACTAM,CEFIDEROCOL,True
POINT_DISRUPT:mgrB_C28Ter,mgrB_C28Ter,POINT_DISRUPT,COLISTIN,COLISTIN,True
POINT_DISRUPT:mgrB_F35SfsTer37,mgrB_F35SfsTer37,POINT_DISRUPT,COLISTIN,COLISTIN,True
POINT_DISRUPT:mgrB_F44Ter,mgrB_F44Ter,POINT_DISRUPT,COLISTIN,COLISTIN,True
POINT_DISRUPT:mgrB_G37VfsTer32,mgrB_G37VfsTer32,POINT_DISRUPT,COLISTIN,COLISTIN,True
POINT_DISRUPT:mgrB_G37YfsTer1,mgrB_G37YfsTer1,POINT_DISRUPT,COLISTIN,COLISTIN,True
POINT_DISRUPT:mgrB_K3Ter,mgrB_K3Ter,POINT_DISRUPT,COLISTIN,COLISTIN,True
POINT_DISRUPT:mgrB_K43Ter,mgrB_K43Ter,POINT_DISRUPT,COLISTIN,COLISTIN,True
POINT_DISRUPT:mgrB_L18Ter,mgrB_L18Ter,POINT_DISRUPT,COLISTIN,COLISTIN,True
POINT_DISRUPT:mgrB_L4Ter,mgrB_L4Ter,POINT_DISRUPT,COLISTIN,COLISTIN,True
POINT_DISRUPT:mgrB_L8FfsTer1,mgrB_L8FfsTer1,POINT_DISRUPT,COLISTIN,COLISTIN,True
POINT_DISRUPT:mgrB_L8FfsTer11,mgrB_L8FfsTer11,POINT_DISRUPT,COLISTIN,COLISTIN,True
POINT_DISRUPT:mgrB_L8FfsTer14,mgrB_L8FfsTer14,POINT_DISRUPT,COLISTIN,COLISTIN,True
POINT_DISRUPT:mgrB_L8YfsTer1,mgrB_L8YfsTer1,POINT_DISRUPT,COLISTIN,COLISTIN,True
POINT_DISRUPT:mgrB_N25KfsTer9,mgrB_N25KfsTer9,POINT_DISRUPT,COLISTIN,COLISTIN,True
POINT_DISRUPT:mgrB_N25RfsTer14,mgrB_N25RfsTer14,POINT_DISRUPT,COLISTIN,COLISTIN,True
POINT_DISRUPT:mgrB_N25TfsTer1,mgrB_N25TfsTer1,POINT_DISRUPT,COLISTIN,COLISTIN,True
POINT_DISRUPT:mgrB_V26insTer6,mgrB_V26insTer6,POINT_DISRUPT,COLISTIN,COLISTIN,True
POINT_DISRUPT:mgrB_W20Ter,mgrB_W20Ter,POINT_DISRUPT,COLISTIN,COLISTIN,True
POINT_DISRUPT:mgrB_W6Ter,mgrB_W6Ter,POINT_DISRUPT,COLISTIN,COLISTIN,True
POINT_DISRUPT:nfsB_A58LfsTer74,nfsB_A58LfsTer74,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_A64SfsTer11,nfsB_A64SfsTer11,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_D126EfsTer12,nfsB_D126EfsTer12,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_E102HfsTer7,nfsB_E102HfsTer7,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_E102Ter,nfsB_E102Ter,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_E103Ter,nfsB_E103Ter,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_E165Ter,nfsB_E165Ter,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_E175Ter,nfsB_E175Ter,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_E26KfsTer4,nfsB_E26KfsTer4,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_E26Ter,nfsB_E26Ter,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_K130QfsTer5,nfsB_K130QfsTer5,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_K130Ter,nfsB_K130Ter,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_K21SfsTer1,nfsB_K21SfsTer1,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_K62Ter,nfsB_K62Ter,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_M157WfsTer21,nfsB_M157WfsTer21,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_Q101Ter,nfsB_Q101Ter,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_Q29Ter,nfsB_Q29Ter,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_Q35Ter,nfsB_Q35Ter,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_Q96Ter,nfsB_Q96Ter,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_R121PfsTer7,nfsB_R121PfsTer7,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_V167GfsTer7,nfsB_V167GfsTer7,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_V69GfsTer63,nfsB_V69GfsTer63,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_W46Ter,nfsB_W46Ter,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_Y144Ter,nfsB_Y144Ter,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_Y183Ter,nfsB_Y183Ter,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:nfsB_Y36Ter,nfsB_Y36Ter,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,True
POINT_DISRUPT:ompK35_A119GfsTer13,ompK35_A119GfsTer13,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_A13CfsTer14,ompK35_A13CfsTer14,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_A170GfsTer83,ompK35_A170GfsTer83,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_A238LfsTer10,ompK35_A238LfsTer10,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_A244PfsTer9,ompK35_A244PfsTer9,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_A346VfsTer23,ompK35_A346VfsTer23,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_A59GfsTer21,ompK35_A59GfsTer21,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_D159AfsTer8,ompK35_D159AfsTer8,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_D165AfsTer85,ompK35_D165AfsTer85,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_D217TerfsTer0,ompK35_D217TerfsTer0,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_E269Ter,ompK35_E269Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_E312Ter,ompK35_E312Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_E42RfsTer47,ompK35_E42RfsTer47,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_F100LfsTer39,ompK35_F100LfsTer39,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_F300LfsTer25,ompK35_F300LfsTer25,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_G134AfsTer11,ompK35_G134AfsTer11,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_G151LfsTer2,ompK35_G151LfsTer2,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_G188AfsTer65,ompK35_G188AfsTer65,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_G208VfsTer5,ompK35_G208VfsTer5,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_G49AfsTer14,ompK35_G49AfsTer14,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_G62AfsTer1,ompK35_G62AfsTer1,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_G77VfsTer26,ompK35_G77VfsTer26,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_G90VfsTer13,ompK35_G90VfsTer13,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_I25KfsTer39,ompK35_I25KfsTer39,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_I69SfsTer1,ompK35_I69SfsTer1,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_K185Ter,ompK35_K185Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_K235NfsTer18,ompK35_K235NfsTer18,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_K235Ter,ompK35_K235Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_K28GfsTer11,ompK35_K28GfsTer11,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_K309NfsTer14,ompK35_K309NfsTer14,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_K309TfsTer1,ompK35_K309TfsTer1,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_K330Ter,ompK35_K330Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_L73Ter,ompK35_L73Ter,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_M129CfsTer16,ompK35_M129CfsTer16,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_N116PfsTer1,ompK35_N116PfsTer1,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_N116RfsTer13,ompK35_N116RfsTer13,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
POINT_DISRUPT:ompK35_N139EfsTer18,ompK35_N139EfsTer18,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,True
